Transaction_Amount,Transaction_Hour,Account_Age_Days,Previous_Transactions,Failed_Transactions,Device_Trust_Score,Location_Change,International_Transaction,Transaction_Frequency,Fraud
58.7,23,1292,58,2,42.76,0,0,7,0
302.22,14,1222,409,2,94.63,0,0,6,0
15.62,12,315,477,0,26.1,0,0,5,0
65.89,18,1411,376,2,62.74,0,0,6,0
19.06,21,611,204,1,61.14,1,0,5,0
95.93,15,2400,243,5,28.16,0,0,6,0
161.89,17,2213,367,1,41.17,0,0,3,0
43.78,6,721,424,1,36.55,0,0,8,0
4.93,12,1475,332,2,17.25,0,0,3,0
81.37,3,412,326,0,47.73,0,0,3,0
103.21,8,623,252,1,38.67,0,0,4,0
99.91,9,2854,394,3,17.83,0,0,6,0
229.47,8,2680,322,0,44.99,0,0,4,0
22.85,6,1811,376,4,42.18,0,1,5,0
131.66,14,2660,493,1,13.14,0,0,6,0
219.75,7,186,409,0,13.12,0,0,3,0
11.26,18,458,199,4,64.75,0,0,5,0
91.8,10,752,488,3,70.66,0,0,6,1
40.28,4,1574,343,1,94.12,0,0,6,0
61.47,1,1988,240,3,8.7,1,0,8,0
94.41,9,2358,139,2,11.79,0,0,8,0
40.97,15,2764,122,3,5.18,1,1,4,0
33.93,22,316,420,1,53.22,0,0,5,0
69.0,12,760,49,1,62.27,1,1,4,1
22.48,7,878,304,2,40.35,0,1,6,0
22.51,8,223,115,1,79.79,0,0,4,0
131.55,10,1627,343,6,68.67,1,0,6,0
21.14,10,1673,251,3,98.58,0,0,4,0
129.84,22,2540,491,5,13.79,1,0,5,1
105.91,15,1607,7,1,5.83,0,0,4,0
11.87,9,2190,219,1,27.48,0,0,5,0
33.87,23,1682,77,3,1.91,0,1,3,1
220.11,11,521,179,0,93.26,0,0,6,0
25.0,5,2268,145,1,30.4,0,0,8,1
41.91,11,996,416,0,55.24,1,0,3,0
105.85,9,2774,154,2,31.81,0,1,4,0
145.97,17,262,121,2,24.58,0,1,8,0
51.86,17,47,124,2,15.24,0,0,3,0
36.69,3,638,150,1,32.04,0,0,5,0
276.54,8,996,397,1,61.54,0,0,2,0
379.52,6,1735,381,1,97.16,0,1,4,0
177.48,17,2103,268,1,55.81,0,0,3,0
72.63,7,1487,327,1,53.27,0,0,6,0
29.72,10,1711,1,0,3.53,0,0,2,0
29.07,6,314,161,2,84.01,0,0,3,0
112.45,8,1748,244,3,4.48,0,0,1,0
101.33,7,2290,375,2,90.62,0,1,12,0
270.86,2,254,398,6,53.87,0,1,6,0
127.8,16,1754,251,2,16.85,0,1,6,0
14.83,1,2817,367,7,45.17,0,0,5,1
190.94,14,2896,64,0,99.5,0,0,3,0
24.58,13,2215,299,2,30.51,1,1,6,0
45.42,17,1034,248,2,26.95,0,0,3,0
85.64,15,226,442,4,11.8,0,1,3,0
490.62,19,2985,297,2,59.71,0,0,8,1
1495.06,21,516,465,1,8.92,0,1,5,1
122.33,3,770,452,1,76.6,0,0,6,0
55.52,19,2961,115,6,91.92,0,0,7,0
113.81,5,2638,295,3,93.19,0,0,4,0
162.01,5,1063,1,0,10.79,0,0,7,0
48.39,10,2684,41,2,55.83,0,0,4,0
401.5,16,2577,173,5,9.71,0,0,4,0
83.94,23,1914,88,1,57.2,0,0,4,0
109.7,2,284,482,2,81.5,0,0,3,0
129.79,12,501,98,0,53.78,0,0,5,0
101.66,21,836,88,3,87.21,0,1,5,0
154.31,2,960,251,1,80.17,0,0,9,0
35.97,15,2983,335,2,27.65,0,1,6,0
38.16,14,2904,465,2,63.01,0,0,4,0
22.19,10,1188,141,3,0.74,1,1,7,1
103.49,17,1110,71,3,39.6,0,0,5,0
145.32,14,1646,137,1,23.8,0,0,6,0
105.4,4,1465,492,1,93.71,0,0,2,0
355.84,15,48,447,1,40.54,0,1,4,0
66.31,15,2296,99,0,65.41,1,0,7,0
130.16,16,2179,151,5,73.2,0,0,6,0
22.38,8,153,438,2,77.32,0,1,2,0
45.28,22,2741,175,2,73.58,0,0,2,0
133.69,2,2512,167,2,28.92,0,0,5,0
155.88,19,2425,343,2,68.61,0,0,3,0
49.7,12,768,410,1,54.9,0,0,9,1
62.08,21,256,257,1,59.74,0,0,1,0
14.62,2,2980,398,1,0.08,1,0,3,0
46.66,6,774,224,0,25.83,1,0,8,0
162.45,5,2432,499,4,93.07,0,0,0,0
118.53,8,1324,368,3,29.01,0,0,6,0
110.02,11,216,330,2,43.8,0,0,3,0
70.09,14,2028,65,5,18.67,0,1,9,1
67.16,20,2576,69,4,13.86,0,0,5,0
34.46,19,2299,67,3,20.87,0,1,9,0
134.13,2,2876,433,3,55.36,0,1,3,0
101.59,9,2359,50,2,91.9,0,0,4,0
109.07,0,1327,314,1,32.62,1,1,2,0
39.41,18,710,309,4,32.34,0,0,3,0
7.74,18,297,91,3,56.41,0,1,3,0
199.77,22,2211,115,2,35.67,0,0,2,0
41.31,22,1603,374,5,91.04,1,0,6,0
28.14,12,2480,57,3,37.78,1,0,2,0
133.42,11,859,342,1,49.04,0,0,2,0
45.06,0,59,18,1,53.34,0,0,6,0
192.47,18,1240,272,3,78.21,0,0,2,0
123.59,23,2621,130,0,56.39,0,0,8,0
132.1,15,2911,495,4,23.92,0,0,5,0
17.01,22,2940,269,1,12.4,0,0,2,0
224.07,22,2719,429,1,93.78,0,0,5,0
86.6,14,2622,80,2,80.16,0,0,6,0
46.1,15,2270,456,3,2.3,0,0,5,0
76.97,10,1918,299,2,82.15,0,1,7,0
11.29,23,2868,456,2,59.06,0,1,4,0
100.35,5,2907,310,2,51.89,0,0,6,0
23.82,10,1696,202,1,1.22,0,1,5,0
17.24,2,1750,225,1,78.09,0,1,5,0
14.55,14,1353,159,3,19.81,0,0,6,1
202.89,0,1800,204,0,72.8,1,0,6,0
35.54,6,2938,137,2,1.59,0,0,6,0
309.12,0,1970,485,3,79.64,1,0,3,0
39.02,16,1098,73,4,2.3,0,0,5,1
12.09,8,1165,48,5,23.59,0,0,5,0
21.83,22,2391,18,0,26.83,0,1,5,1
229.48,12,41,478,2,15.75,0,0,3,0
57.06,10,877,480,2,48.11,0,0,7,0
38.54,19,2955,488,1,28.37,0,0,2,1
78.26,5,1276,471,0,99.33,0,0,3,0
110.14,0,1225,267,1,58.0,0,0,5,0
203.85,6,1175,446,3,56.65,0,1,5,0
283.87,11,1693,340,1,22.09,1,1,7,1
46.54,21,610,19,2,40.87,0,0,6,0
17.71,19,2035,100,0,12.4,1,0,6,0
44.1,22,1594,116,2,76.25,0,0,5,0
86.51,18,997,346,4,33.12,0,1,3,0
25.44,16,1224,74,1,75.2,1,0,5,0
25.61,3,1975,280,2,37.17,0,0,3,0
94.05,2,2656,269,2,98.88,0,0,5,0
63.52,0,1449,125,1,17.11,0,0,6,1
68.91,17,529,116,4,0.15,0,0,5,0
31.23,20,1768,174,1,59.48,0,1,4,0
52.96,14,878,181,1,95.3,0,1,9,0
26.46,7,2073,226,1,64.71,1,1,3,0
162.42,0,1841,157,3,8.57,0,0,3,0
187.78,19,1139,164,3,54.05,0,0,6,0
10.53,13,292,71,3,90.95,0,1,3,0
26.32,3,370,499,4,0.65,1,0,5,0
14.93,4,1068,222,2,16.69,0,0,3,0
34.81,22,2170,126,3,81.46,1,0,4,0
61.35,12,2365,145,0,89.39,0,0,5,0
15.65,23,1944,176,2,70.72,0,0,8,0
26.53,14,968,461,1,99.16,0,1,4,0
24.44,5,1086,152,1,9.02,1,1,4,0
82.04,0,1114,182,0,54.57,0,0,2,0
71.47,22,1649,375,1,68.5,0,0,6,0
32.4,18,2891,479,2,70.26,0,0,4,0
79.58,12,1402,347,4,79.35,0,0,4,0
38.6,5,2299,498,5,91.76,0,1,8,0
50.82,14,40,85,1,36.16,0,0,7,0
355.47,15,713,364,2,4.3,0,0,5,0
254.8,23,878,383,2,36.24,0,0,10,0
18.18,22,1394,121,2,67.16,0,0,4,0
152.89,15,242,129,0,21.35,0,0,4,1
150.11,9,1067,463,3,81.0,0,0,7,0
21.15,21,1276,451,2,21.98,0,0,6,0
151.23,8,960,6,1,1.01,0,0,3,1
310.42,8,68,334,4,50.81,0,0,5,0
21.7,16,2828,183,0,72.65,0,1,4,0
26.64,16,2775,38,4,34.97,1,0,4,0
184.5,16,311,417,4,74.89,0,0,5,0
87.49,23,2860,116,1,43.84,1,0,7,0
115.76,11,2954,102,1,17.17,0,0,4,0
93.75,12,2055,8,1,9.06,0,1,4,0
98.56,11,2169,218,4,71.06,0,0,6,0
17.7,13,1933,207,0,38.57,0,0,3,0
190.06,9,326,78,2,91.28,1,1,6,0
214.77,22,1898,368,2,54.03,0,0,2,0
53.02,18,1178,404,2,34.84,0,0,4,0
63.85,1,2725,55,4,34.9,0,1,5,0
14.42,3,699,304,4,13.14,0,1,2,1
111.53,18,1891,467,4,59.38,0,0,4,0
118.16,6,1963,440,2,58.22,0,0,5,0
62.67,14,27,481,4,80.0,0,0,8,0
205.28,14,1188,228,3,20.12,0,0,5,0
47.75,23,1539,88,2,29.08,0,1,3,0
117.28,5,787,10,4,9.72,0,0,6,0
24.05,2,369,308,2,29.53,0,0,1,0
65.13,5,341,434,2,42.81,0,1,2,0
56.02,15,1951,290,1,96.4,0,0,7,0
83.54,1,537,164,2,65.31,1,0,5,0
46.08,6,2069,239,0,78.29,1,0,6,0
58.47,10,1108,317,2,32.55,0,0,6,0
152.33,6,221,484,1,14.45,0,1,6,0
43.09,3,1724,144,1,25.67,1,1,6,0
13.38,23,2698,335,3,25.65,0,0,1,0
383.59,19,2340,18,3,58.31,0,1,1,0
265.46,6,2837,71,2,34.15,0,0,9,0
18.32,3,1063,175,3,85.74,1,1,6,0
132.91,11,1042,342,2,98.85,0,0,6,0
40.33,4,1342,288,2,34.33,0,1,1,1
86.79,22,1343,299,1,70.51,1,0,7,0
89.5,18,2734,339,2,65.75,1,0,4,0
52.75,4,2762,424,0,19.45,0,1,7,0
30.45,18,2483,248,1,91.8,1,0,6,0
33.43,20,1850,193,2,19.94,1,1,7,0
26.68,2,1805,419,1,73.7,0,0,8,0
29.03,10,1737,325,1,34.76,0,0,2,0
62.35,6,600,306,3,36.71,0,1,6,0
32.6,16,1724,268,3,45.54,0,0,1,0
131.9,8,2148,204,3,86.45,1,0,5,0
295.08,20,465,341,2,14.03,0,0,2,0
37.34,8,453,123,4,5.46,0,0,3,1
84.72,9,88,58,2,40.2,1,0,3,0
109.91,12,1508,339,2,5.56,1,0,2,1
106.91,14,936,447,1,68.76,0,0,5,0
71.95,21,2160,201,1,76.03,1,0,2,0
140.15,4,632,491,1,85.47,0,1,9,0
108.01,2,1489,433,1,74.38,0,0,6,0
19.34,7,243,112,1,91.64,0,0,4,0
159.04,19,1627,128,3,74.83,0,0,3,0
161.95,9,2701,36,2,93.61,0,0,5,0
31.08,12,2040,234,0,19.31,0,0,8,0
69.26,2,2847,310,2,49.99,0,0,11,0
132.07,21,396,47,1,99.39,1,1,9,0
54.09,7,2904,115,2,68.16,0,1,6,0
195.0,8,1644,416,2,87.86,0,0,4,0
709.01,21,47,255,4,3.04,0,0,3,0
30.39,20,1194,483,5,87.18,0,0,4,0
16.76,11,1495,223,1,69.77,0,0,3,0
90.36,10,1977,124,0,17.08,0,1,7,1
137.22,1,1482,437,1,2.57,1,0,4,0
52.94,17,250,160,4,25.99,1,0,5,0
285.22,8,1059,446,2,91.58,0,0,2,0
17.49,1,1681,421,1,66.81,0,0,5,0
133.34,1,571,96,1,91.95,0,0,5,0
36.38,2,2009,107,4,44.62,0,0,3,0
372.18,15,815,120,2,93.66,0,0,6,0
489.07,18,1939,101,1,46.3,0,0,4,0
30.98,3,2355,103,2,20.43,0,1,7,0
38.49,22,814,166,2,15.14,0,0,7,1
157.53,17,2211,414,5,99.38,1,0,4,0
45.28,19,2789,186,3,33.39,0,0,4,0
63.73,17,1685,32,4,16.01,0,0,4,0
68.4,9,2525,493,1,0.84,0,0,4,0
9.78,10,2106,66,2,28.56,0,1,6,0
65.77,16,1687,179,2,88.91,0,0,5,0
33.46,23,55,267,0,53.4,0,1,2,0
40.73,22,2837,443,1,63.24,0,0,4,0
282.49,23,1661,404,0,92.24,0,0,7,0
18.98,19,91,37,3,51.28,0,0,5,0
150.39,15,2330,201,3,83.83,1,0,6,0
50.45,19,2451,358,1,32.38,0,0,6,0
50.41,12,1819,49,0,97.71,0,0,2,0
146.99,1,799,275,1,7.88,0,0,5,0
93.7,23,604,439,2,72.48,1,0,5,0
117.99,1,2115,168,1,66.06,0,0,2,0
175.6,13,2622,263,0,19.17,0,0,9,0
47.88,3,10,133,2,38.88,0,1,3,0
36.15,16,2273,495,5,31.28,0,1,6,0
22.53,12,1506,298,0,9.45,0,0,4,0
29.21,3,775,344,2,58.48,0,1,8,0
1272.95,2,680,176,3,99.37,0,0,5,0
231.52,11,2568,489,2,55.96,0,0,0,0
17.27,21,1611,391,2,54.53,0,0,7,0
17.77,22,924,11,2,4.03,0,0,5,0
107.97,7,1854,201,2,13.92,0,0,4,0
115.27,1,2005,433,3,51.32,0,0,5,0
115.46,5,104,414,1,98.52,0,0,7,0
51.68,21,502,297,6,87.66,0,0,4,0
58.82,9,2822,3,2,34.02,0,0,8,0
92.56,11,159,214,4,54.3,0,1,6,0
72.67,20,1056,296,1,55.27,1,0,8,0
7.25,9,2813,307,2,68.54,1,1,9,1
53.0,9,1248,468,1,68.78,1,0,11,0
28.46,22,408,32,2,78.98,1,0,6,0
79.46,2,2467,48,1,2.5,1,0,9,1
1319.83,19,2188,327,7,94.37,0,0,5,0
96.3,9,864,252,2,7.01,0,0,7,0
48.74,8,2205,199,0,47.62,1,0,3,0
167.64,19,390,404,1,91.96,1,0,0,0
108.06,18,561,89,4,48.77,0,0,3,0
101.5,13,304,109,3,6.36,0,0,8,1
122.35,1,1153,291,0,22.92,0,0,7,0
521.41,4,465,108,1,57.87,1,0,1,0
21.52,19,1563,408,0,8.79,0,0,1,0
107.09,7,178,40,3,42.37,0,0,3,0
26.41,6,719,461,3,32.91,0,0,4,1
116.22,5,1956,52,2,81.52,1,0,3,0
26.61,10,2029,112,0,11.01,0,0,4,0
43.93,11,2094,295,2,68.28,0,0,5,0
49.65,17,1731,68,3,40.66,0,0,5,0
176.94,18,1294,189,1,58.78,0,0,3,0
167.08,9,2288,332,3,20.55,0,0,6,0
19.19,20,263,209,4,60.97,0,0,7,0
70.45,13,2386,65,4,67.4,0,0,3,0
32.8,2,1330,62,3,7.02,0,1,3,0
18.94,17,2067,465,3,82.43,0,1,3,0
53.68,23,2503,258,1,86.13,0,0,5,0
48.99,14,2979,134,2,6.36,1,0,5,1
755.0,5,2893,492,1,60.32,0,0,8,0
102.82,9,2135,122,2,59.4,0,0,3,0
16.82,11,2250,331,4,1.25,0,0,6,0
37.91,6,410,171,0,34.23,0,1,5,0
185.19,16,2166,210,2,96.89,0,0,5,0
538.31,0,2849,296,2,55.55,0,0,6,0
13.65,17,1956,89,3,93.32,0,0,9,0
10.18,14,2320,167,1,67.56,0,0,3,0
433.1,18,2386,28,1,2.84,0,0,4,0
98.46,0,372,238,4,7.77,1,1,3,0
27.99,4,2316,336,5,72.22,0,0,7,0
113.82,14,1368,63,2,55.46,0,1,1,0
4.78,2,94,448,1,12.72,0,0,3,0
66.91,0,1555,255,2,61.41,0,0,3,0
92.56,7,1834,396,3,81.03,0,0,4,0
168.05,11,317,41,2,75.3,0,0,3,0
24.19,21,271,29,4,24.62,1,0,7,0
72.65,18,1931,279,3,25.82,0,0,4,0
26.43,11,2854,469,3,96.78,0,0,13,0
86.09,12,640,80,2,88.74,0,0,8,0
27.24,0,689,51,4,31.83,0,0,3,0
44.34,18,874,112,4,82.41,0,0,7,0
24.64,5,2381,361,2,16.17,0,0,5,0
127.89,7,2982,301,2,19.68,0,0,0,0
157.35,3,1735,90,0,18.12,0,0,5,0
52.74,4,1861,229,1,8.77,0,0,7,0
69.29,21,736,150,2,85.47,0,0,12,1
15.66,6,1270,243,1,57.88,0,0,7,0
49.42,22,1658,138,4,25.9,0,0,0,0
63.42,3,226,135,0,84.87,0,0,10,0
916.71,19,1279,457,2,80.26,1,0,6,0
21.93,3,457,89,2,10.1,0,0,3,0
288.35,14,328,494,4,64.41,0,0,3,0
180.7,20,1919,15,1,72.18,0,1,5,0
88.29,4,2094,333,4,71.58,0,0,5,0
387.08,23,2788,362,2,72.31,0,1,4,0
96.75,8,1067,174,3,16.95,0,0,3,1
98.41,1,48,90,2,31.51,0,0,8,0
63.24,6,1612,213,1,84.42,0,0,6,0
226.69,16,2266,343,1,89.84,0,0,7,0
199.63,15,839,61,4,27.92,1,0,9,0
35.67,16,865,364,2,2.3,0,0,5,0
17.83,19,2956,220,1,85.98,0,0,6,0
54.44,22,2658,61,3,37.71,0,0,5,0
29.96,1,2817,307,3,32.95,0,0,4,1
62.58,10,1868,166,0,34.7,0,1,5,0
229.85,1,1112,12,5,41.57,0,1,4,1
42.21,0,1510,216,0,37.83,1,0,9,0
63.89,1,2491,77,5,56.64,0,0,5,0
70.67,22,1830,232,1,7.89,0,0,7,0
155.78,8,851,112,2,97.15,0,0,5,0
7.05,21,2089,66,4,93.65,0,0,4,0
36.35,1,2450,182,1,93.44,0,0,7,0
82.38,14,1265,423,1,87.93,0,0,3,0
221.42,9,2967,204,2,66.03,0,1,4,0
40.78,14,2249,423,5,22.11,0,1,5,0
10.21,9,1949,371,3,4.95,0,0,3,0
123.93,22,279,206,4,9.93,0,0,5,0
35.33,16,2795,286,1,32.4,0,0,4,0
20.29,8,2134,105,1,50.39,0,0,2,0
35.72,17,744,242,6,99.33,0,1,4,0
55.45,3,893,235,1,43.54,0,1,6,0
36.42,8,2341,176,1,52.46,1,0,4,1
7.35,15,1122,211,2,69.52,1,0,5,0
163.54,3,2601,31,2,18.07,0,0,9,0
238.62,15,658,235,2,93.28,0,0,3,0
127.93,18,1189,242,1,52.9,0,0,4,0
21.38,0,2307,491,6,27.63,0,0,7,0
54.52,22,2152,153,2,93.51,0,0,3,0
66.25,5,26,196,1,62.55,1,1,2,1
121.36,9,126,498,1,48.37,1,1,3,0
130.1,15,992,435,4,58.02,0,0,5,0
32.0,3,2390,269,2,74.83,0,0,4,0
72.38,21,1856,484,1,15.45,0,0,4,0
105.35,21,1555,447,0,86.48,0,1,7,0
285.95,12,2703,384,1,95.95,0,0,7,0
134.9,15,2173,170,1,56.7,0,0,5,0
146.8,19,972,438,2,68.23,0,1,5,0
72.52,5,1286,357,4,85.98,0,1,1,0
273.27,10,856,323,1,37.48,0,1,4,0
100.46,23,2373,336,3,99.28,0,1,5,0
28.19,2,2867,474,2,68.05,0,0,6,0
271.34,19,381,232,2,42.4,0,1,7,0
134.01,9,2817,184,4,67.73,0,0,4,0
42.82,0,2934,359,1,52.17,0,0,5,0
41.29,19,1616,275,1,11.16,0,0,4,0
89.71,10,165,430,2,79.59,0,0,5,0
105.97,11,2671,399,2,56.44,0,0,3,0
81.23,13,2565,32,3,79.58,1,1,2,0
91.04,7,474,177,1,15.49,0,0,3,0
365.02,10,792,405,3,53.84,1,1,9,0
194.72,3,813,65,1,76.66,0,0,7,0
80.69,6,229,198,1,98.83,0,0,5,0
170.94,9,2072,27,3,88.44,0,0,6,0
23.75,18,1783,151,2,86.43,0,0,6,0
99.28,3,126,303,5,24.75,0,0,4,1
407.2,1,2388,479,0,83.8,0,1,4,0
53.62,20,2113,268,6,16.93,0,0,2,0
28.57,17,1384,85,1,19.81,0,0,7,0
34.74,13,2028,66,2,11.01,0,0,7,0
22.43,15,317,133,4,85.76,0,0,4,0
30.42,21,231,393,3,10.83,0,1,4,0
46.04,10,1206,404,3,13.81,0,0,5,1
16.35,9,806,366,1,24.59,0,0,6,0
67.74,16,1539,82,2,57.27,0,0,4,0
164.4,13,160,381,4,88.02,0,1,5,0
26.9,21,1730,319,0,41.82,1,0,6,0
304.69,3,1566,470,2,54.63,0,0,5,0
111.14,18,121,328,2,16.65,0,0,4,0
186.9,1,692,98,1,26.59,0,1,9,1
34.54,6,1171,73,1,13.39,0,0,5,0
156.73,8,2389,327,4,40.99,1,0,8,0
22.38,18,1575,30,3,59.03,0,0,7,0
162.43,15,902,125,4,28.4,0,0,6,0
79.19,21,1340,210,2,84.6,0,0,5,0
115.96,15,170,475,3,98.12,0,0,12,0
20.58,17,1435,272,2,12.02,0,0,6,0
27.25,22,287,213,3,1.79,1,0,3,0
121.17,20,1566,133,3,78.98,0,0,4,0
25.83,20,2954,157,0,19.06,0,1,11,0
105.98,10,506,47,1,35.31,0,0,2,0
16.99,6,1405,357,3,39.42,0,0,4,1
155.74,8,1925,363,2,91.66,0,0,4,0
19.44,3,664,382,1,65.88,0,0,7,0
115.85,12,312,22,1,4.06,0,0,6,0
124.67,3,447,462,1,1.48,0,1,4,0
33.22,18,2783,441,2,19.96,0,0,10,0
119.35,1,195,83,3,31.82,0,1,1,1
86.53,8,1599,419,1,48.45,1,0,3,0
38.91,11,682,472,0,83.78,0,0,6,0
24.32,1,1283,234,1,31.48,1,0,5,0
9.37,5,1010,60,1,37.65,0,0,6,0
94.6,4,2336,454,1,32.93,1,1,6,0
13.95,4,692,188,2,0.9,0,0,2,0
73.36,19,1728,58,1,95.52,0,0,8,0
51.24,21,934,259,3,13.9,0,1,8,0
131.52,4,2437,162,0,28.77,1,0,0,0
49.3,3,2892,301,7,12.93,0,0,6,1
47.97,8,1008,306,2,49.05,0,0,2,0
138.64,21,294,2,1,93.22,0,0,5,0
93.23,9,430,271,3,10.07,0,0,4,1
91.48,15,2170,421,1,44.09,0,0,5,0
106.62,9,2285,143,2,2.24,0,0,3,0
14.36,9,1504,188,0,77.09,0,0,3,0
142.14,18,537,352,3,64.12,0,0,5,0
123.03,9,2553,341,2,69.97,0,0,8,0
24.13,5,40,448,4,47.23,0,0,5,1
52.24,16,171,465,0,90.76,1,0,1,0
64.12,4,1851,482,3,40.96,0,1,2,0
58.29,5,714,224,1,51.41,0,0,3,0
93.12,23,731,498,2,69.53,1,0,4,0
279.04,14,1411,367,1,52.06,0,1,7,0
196.72,18,455,180,2,18.93,0,0,4,0
17.95,17,2801,23,3,31.71,0,0,4,0
124.22,3,436,355,3,9.23,0,0,6,0
251.88,7,2561,37,4,43.26,0,1,7,0
98.18,15,1560,107,1,60.94,1,1,6,0
198.54,23,1977,297,2,11.85,0,0,6,0
498.83,18,730,229,2,63.06,0,0,8,0
185.62,19,2741,313,2,89.29,0,1,3,0
85.57,2,1811,97,1,33.77,0,0,7,0
189.63,9,2639,281,3,22.2,0,0,5,0
77.08,1,1974,110,2,89.3,0,0,4,0
68.3,3,1067,37,3,69.19,1,0,4,0
46.93,5,2054,40,1,10.54,0,0,1,0
318.43,10,745,85,0,40.81,0,0,4,0
29.42,13,2748,302,1,67.41,0,0,6,0
308.7,15,767,188,0,57.44,0,0,9,1
109.93,20,1805,240,3,61.85,0,0,5,0
16.46,18,1653,358,3,56.71,0,0,2,0
96.32,1,763,488,1,79.81,1,0,4,0
8.17,16,33,354,1,32.04,0,1,5,1
124.65,8,1249,19,1,70.85,0,0,7,0
161.62,16,64,347,1,99.11,0,0,3,0
36.88,14,1314,393,2,39.0,0,0,2,0
75.46,6,2861,325,0,79.1,0,0,6,0
470.67,21,2384,261,1,24.61,0,0,4,0
40.22,22,979,473,4,28.19,1,0,6,0
23.13,18,2243,410,1,93.49,1,1,7,0
293.44,2,2552,403,4,2.59,0,0,5,0
474.65,0,443,158,1,21.74,0,0,8,0
66.93,3,217,484,1,48.29,0,0,1,0
183.36,17,142,304,1,40.18,0,1,2,0
255.05,7,1372,112,1,62.92,0,0,6,1
31.74,18,1229,144,1,19.27,0,0,2,0
41.05,22,1295,256,0,7.05,0,1,5,0
228.35,22,1315,455,2,36.93,0,0,7,0
359.61,5,378,18,0,52.44,0,0,5,0
117.08,0,1216,184,3,56.2,0,0,2,0
27.67,7,2480,405,1,60.15,0,0,7,0
486.41,0,2301,287,4,54.87,0,0,4,0
39.21,18,791,385,1,24.58,1,0,6,0
47.7,10,2681,131,2,76.45,0,0,4,0
93.91,20,576,479,4,8.78,0,0,8,0
315.5,23,536,281,0,19.84,0,0,4,0
156.64,14,46,245,2,73.94,0,0,6,0
100.97,22,187,8,2,27.97,0,0,2,0
105.98,10,648,193,1,49.35,0,0,8,0
69.65,18,2909,318,3,32.72,0,1,5,0
116.53,20,81,391,3,50.7,0,0,5,0
5.31,9,2409,7,2,34.67,0,0,5,0
49.57,23,2680,136,4,99.42,0,1,3,0
84.89,11,1182,19,1,35.75,0,0,5,0
21.09,0,1730,401,2,62.7,0,0,7,0
98.13,23,114,139,4,88.83,0,0,4,1
54.35,6,1692,367,1,63.79,1,0,3,0
385.86,16,230,489,2,56.59,0,1,8,0
321.51,9,1859,177,0,56.92,0,0,2,0
41.85,5,872,11,0,49.65,0,1,4,0
57.35,16,2575,486,2,80.76,0,0,7,0
61.93,17,308,41,3,5.04,0,0,6,0
42.45,4,2918,446,0,88.51,0,1,6,0
81.05,17,51,114,5,58.63,0,1,4,0
31.24,16,780,180,1,84.89,0,1,3,0
21.53,21,2954,194,5,1.04,0,0,4,0
124.3,15,2549,196,2,86.93,0,0,5,0
125.15,7,1472,498,5,12.01,0,0,2,0
29.84,23,2142,348,2,72.12,1,0,5,0
163.26,12,1719,225,2,41.65,0,0,9,0
35.46,23,1000,331,5,68.11,0,0,6,0
85.9,15,720,323,0,62.82,0,0,2,0
151.46,10,218,424,4,16.34,0,0,5,0
64.48,5,1281,261,2,51.46,0,0,1,1
105.08,2,1244,116,4,27.72,0,1,6,0
39.79,0,48,469,1,56.04,0,0,6,0
54.79,17,1285,150,4,73.8,0,0,4,0
54.28,4,2983,118,3,8.13,0,0,8,0
31.61,12,1836,165,6,51.58,0,0,6,0
55.88,9,771,252,1,61.76,1,0,6,0
14.17,4,1446,267,2,29.54,0,0,5,0
40.81,13,1479,44,1,95.3,0,0,4,0
50.16,16,2109,470,1,52.03,0,0,4,0
51.62,0,383,489,3,18.25,0,0,4,0
52.38,1,940,181,3,10.78,0,0,7,0
62.69,6,165,77,1,54.17,0,1,2,0
107.71,9,1575,374,2,37.52,0,0,7,0
159.89,19,1123,116,3,19.25,0,0,8,0
34.82,6,2736,445,5,3.07,0,1,4,0
20.02,23,2408,67,0,56.66,0,0,2,0
23.52,15,2126,13,1,59.86,0,0,10,0
40.97,4,1275,92,2,14.18,0,1,5,0
46.9,11,663,246,5,60.17,1,0,3,0
30.88,16,72,267,2,95.2,0,1,3,0
18.24,15,518,139,1,97.83,0,1,5,0
42.26,19,2349,341,3,88.85,0,0,2,0
79.95,15,1697,244,1,80.71,0,0,4,0
120.91,18,1457,341,0,20.94,1,0,2,0
38.19,14,1702,391,2,15.64,0,0,4,0
44.12,11,2878,273,2,44.49,0,1,4,0
26.4,20,1398,304,2,61.96,0,0,6,0
64.62,9,2207,398,1,85.07,0,0,6,0
28.55,21,1304,191,2,23.2,0,0,5,0
118.29,1,2938,448,3,47.96,0,0,3,0
11.18,6,1614,97,4,64.74,0,0,14,1
46.54,12,1149,331,1,44.56,0,0,6,0
90.12,2,713,205,0,45.42,0,0,6,1
80.14,14,525,449,3,22.51,0,0,4,0
985.39,0,1947,418,2,98.67,1,0,6,0
94.61,2,1843,137,1,47.52,0,0,6,0
24.43,9,1274,77,1,53.27,0,0,6,0
60.61,14,39,384,0,21.86,0,0,11,0
11.29,21,335,37,3,51.41,1,0,4,0
61.52,5,25,286,4,25.53,0,0,6,0
28.99,19,120,425,2,20.23,0,0,3,0
166.57,14,2929,429,2,27.57,0,0,1,0
38.49,23,2770,485,2,0.28,0,0,11,0
59.34,20,116,303,4,57.02,0,0,6,0
35.32,6,2436,135,3,38.75,0,0,4,0
379.5,20,2219,142,2,89.87,0,0,2,1
48.36,4,292,254,1,4.07,0,1,5,1
