amount,transaction_hour,merchant_risk,customer_age,account_age_days,transactions_last_24h,avg_transaction_amount,failed_transactions,international_transaction,device_risk,previous_fraud,is_fraud
174.17,5,0.294,25,2315,3,84.21,1,0,0.274,0,0
764.42,4,0.656,57,1768,2,110.18,0,0,0.332,0,0
29.94,21,0.225,39,160,4,447.56,0,0,0.438,0,0
37.57,21,0.453,35,1802,5,219.48,1,0,0.12,0,0
216.44,10,0.291,25,3327,8,177.59,2,0,0.282,0,0
125.57,1,0.538,24,3068,2,222.01,0,0,0.474,1,1
302.3,6,0.244,53,1777,6,84.99,4,0,0.734,1,1
405.98,13,0.208,66,3606,6,217.63,0,1,0.125,0,0
26.84,15,0.385,23,1126,1,47.95,1,0,0.543,1,1
76.07,20,0.22,26,2760,7,50.98,1,0,0.446,0,0
109.07,15,0.155,53,2252,5,381.87,1,0,0.207,0,0
49.54,7,0.266,68,424,3,55.24,0,0,0.393,0,0
109.54,18,0.319,65,185,7,93.59,1,0,0.522,0,0
47.94,12,0.375,57,1664,7,182.2,1,0,0.519,0,1
42.42,21,0.279,22,1865,6,157.34,0,0,0.322,0,0
407.27,16,0.371,49,2182,4,362.15,0,0,0.585,0,0
634.94,19,0.431,57,2821,2,142.74,1,0,0.578,0,0
170.93,12,0.104,46,3366,4,311.16,0,1,0.116,0,1
337.03,13,0.276,52,3123,0,89.46,1,0,0.388,1,0
119.14,7,0.185,60,2014,2,51.94,1,0,0.067,0,0
161.69,18,0.354,56,961,4,139.17,2,0,0.289,0,0
274.61,6,0.609,72,2839,9,239.43,1,0,0.129,0,0
69.98,4,0.206,61,3081,1,71.46,0,0,0.096,0,0
208.2,20,0.508,41,1033,1,170.22,1,0,0.12,0,0
297.54,2,0.184,53,2895,3,75.83,3,0,0.188,0,0
88.91,15,0.185,57,2678,4,139.3,2,0,0.119,0,0
22.94,15,0.31,33,604,7,83.22,0,0,0.049,0,0
106.95,9,0.214,57,546,3,176.6,0,0,0.182,0,0
531.06,15,0.445,51,1806,6,105.68,0,1,0.304,0,1
183.57,1,0.524,39,1363,4,82.97,0,1,0.447,0,1
272.85,5,0.331,47,2122,0,146.49,1,0,0.308,0,0
56.17,6,0.392,75,316,6,91.1,0,1,0.658,0,1
66.94,9,0.281,42,385,4,334.05,0,1,0.236,0,0
147.51,23,0.314,74,2669,3,456.91,1,0,0.354,0,0
720.93,3,0.274,37,630,3,37.12,0,0,0.351,0,0
100.24,13,0.6,61,1604,5,48.89,0,0,0.232,0,0
128.75,13,0.069,44,1935,5,35.76,2,1,0.481,0,1
630.79,20,0.341,58,1707,4,116.86,1,0,0.201,0,0
73.33,23,0.094,43,1761,2,158.9,0,0,0.221,0,0
449.76,19,0.138,67,120,11,306.48,1,0,0.332,0,0
814.21,4,0.548,33,3338,4,67.21,0,0,0.56,0,0
140.62,15,0.421,68,2570,5,177.19,0,0,0.753,1,1
374.01,11,0.151,74,2801,2,53.77,1,0,0.215,0,0
41.68,14,0.381,45,1053,4,38.94,0,0,0.284,0,0
292.7,4,0.098,44,2288,1,42.22,1,0,0.317,0,0
277.72,20,0.529,18,2420,1,195.0,0,0,0.078,0,0
21.89,11,0.231,20,3516,8,298.13,1,0,0.813,0,1
190.82,0,0.534,58,983,4,136.29,1,1,0.295,1,1
504.26,17,0.078,56,1098,2,172.46,0,0,0.429,0,0
192.57,8,0.122,26,3205,4,21.18,0,0,0.324,0,0
1182.52,20,0.477,62,3263,3,78.42,1,0,0.414,0,0
139.52,6,0.298,23,1443,2,137.48,0,0,0.594,0,0
123.11,3,0.377,55,57,2,61.23,1,0,0.238,0,0
214.59,2,0.287,28,1978,1,449.71,0,0,0.263,0,0
47.91,21,0.212,42,369,3,80.05,0,1,0.401,1,1
129.35,22,0.406,27,2024,4,32.97,1,0,0.683,0,0
176.07,4,0.032,37,2913,2,143.62,2,0,0.153,0,0
161.08,17,0.118,34,1738,3,108.28,1,0,0.425,0,0
149.04,14,0.069,33,1645,6,222.21,2,0,0.348,0,0
116.8,11,0.256,49,1901,3,119.38,0,0,0.446,0,0
64.87,21,0.229,30,3349,4,217.06,0,0,0.525,0,0
728.2,14,0.104,67,1933,5,274.8,2,0,0.116,0,0
99.76,5,0.037,39,1468,4,244.78,0,0,0.676,0,0
91.46,5,0.241,40,2066,3,47.98,1,0,0.224,0,0
109.83,14,0.198,41,320,3,322.81,0,1,0.272,0,0
62.78,5,0.315,56,1937,1,107.02,0,0,0.582,0,0
262.67,17,0.466,67,3298,7,180.11,1,1,0.57,0,0
856.0,9,0.125,64,628,5,629.32,2,0,0.421,0,0
145.62,3,0.489,62,2894,3,30.86,1,0,0.639,0,0
82.84,17,0.121,69,3098,3,74.87,1,0,0.448,0,0
189.3,13,0.786,31,3621,3,138.92,1,0,0.162,0,0
46.16,7,0.183,55,3486,5,81.33,2,0,0.669,0,0
320.82,18,0.299,55,617,2,126.15,1,0,0.591,0,0
45.63,8,0.506,73,2014,2,326.52,1,0,0.371,0,0
12.53,0,0.169,51,1212,5,90.66,3,0,0.341,0,1
150.29,0,0.372,55,3009,2,106.98,1,1,0.201,0,0
358.92,16,0.285,34,534,2,138.69,2,0,0.233,0,0
87.23,0,0.121,57,2242,1,157.93,1,1,0.16,0,0
3801.28,23,0.346,47,3085,4,659.16,0,0,0.277,0,0
136.17,14,0.171,49,1620,4,90.48,0,0,0.142,0,0
699.2,19,0.032,40,2202,0,372.14,1,0,0.479,1,0
44.95,3,0.429,58,2846,4,87.62,1,0,0.572,0,0
740.51,16,0.506,68,814,6,62.69,1,1,0.214,0,0
427.14,19,0.248,75,2609,7,103.03,0,0,0.251,0,0
146.16,0,0.529,59,1969,1,56.25,0,0,0.259,0,0
415.36,9,0.463,22,447,3,130.99,1,0,0.408,0,0
93.13,12,0.2,59,782,3,37.09,1,0,0.162,0,0
22.34,0,0.158,26,3029,6,61.75,2,0,0.085,1,0
107.17,11,0.394,36,2747,3,62.31,1,0,0.146,0,0
63.34,22,0.389,27,365,9,97.89,2,0,0.471,0,0
285.97,12,0.376,46,2747,5,208.63,1,0,0.189,1,1
895.77,17,0.274,69,2733,8,38.68,1,0,0.381,0,0
123.27,15,0.133,35,937,3,76.49,0,1,0.039,1,1
79.54,16,0.27,53,2902,5,37.78,0,0,0.1,0,0
567.06,23,0.194,29,819,2,83.79,0,0,0.772,0,0
34.35,17,0.108,25,1959,5,70.31,2,0,0.353,0,0
3225.62,7,0.054,27,3234,1,63.42,0,1,0.333,1,1
293.01,2,0.346,54,1815,4,77.81,0,1,0.151,0,1
705.42,9,0.263,61,2927,2,379.44,0,0,0.481,0,1
573.76,15,0.564,70,2663,5,143.07,0,0,0.34,1,0
8.2,18,0.142,26,3074,6,157.36,0,0,0.465,0,0
188.92,11,0.112,70,2782,4,206.95,0,0,0.516,1,0
398.35,22,0.108,68,2955,7,101.4,3,0,0.155,0,1
65.48,19,0.089,47,3023,1,198.66,0,0,0.441,0,0
187.51,9,0.52,50,1133,11,222.68,2,1,0.269,0,1
134.41,7,0.224,65,93,5,360.14,0,0,0.224,0,0
65.86,18,0.355,58,1508,2,155.33,1,0,0.18,0,0
89.91,2,0.405,21,422,7,170.44,0,0,0.028,0,0
162.67,22,0.152,58,567,3,188.73,1,1,0.316,0,0
63.63,11,0.05,28,792,5,74.72,0,0,0.328,0,0
111.7,14,0.545,22,239,1,44.3,1,0,0.128,0,0
90.65,10,0.42,41,2058,0,154.48,1,0,0.319,0,0
33.98,11,0.275,35,1729,3,145.34,3,1,0.1,0,0
74.02,2,0.318,48,2605,2,132.89,0,0,0.411,0,0
44.21,10,0.13,57,3601,2,81.12,0,0,0.139,0,0
437.9,10,0.106,31,1634,5,137.66,0,0,0.448,0,0
150.75,16,0.047,35,1452,5,182.09,2,0,0.399,0,0
316.24,16,0.358,53,2581,4,107.57,0,0,0.529,0,0
351.56,15,0.174,23,366,6,55.95,0,1,0.203,0,1
60.99,22,0.304,53,2145,6,157.45,1,0,0.411,0,1
248.04,15,0.208,50,3199,1,118.79,2,0,0.209,0,0
311.83,3,0.146,26,1585,4,114.78,0,0,0.229,0,0
91.45,9,0.275,67,823,7,346.84,1,0,0.24,0,0
46.84,16,0.152,37,2253,5,244.39,1,0,0.53,0,1
42.19,6,0.24,65,1587,6,88.64,0,0,0.314,0,0
268.42,8,0.491,64,625,0,88.34,0,0,0.036,0,0
64.44,15,0.192,30,2793,6,292.55,1,0,0.572,0,0
93.75,4,0.052,47,3601,1,62.44,2,0,0.486,0,0
61.49,8,0.344,37,2587,10,256.88,0,0,0.373,0,1
284.42,16,0.06,60,1612,7,225.55,0,0,0.222,0,0
1015.81,18,0.247,58,982,2,329.7,0,0,0.32,0,0
178.01,0,0.617,50,2484,5,207.75,0,0,0.115,0,0
142.1,1,0.472,41,3370,1,52.51,0,1,0.541,0,0
75.36,19,0.304,28,3215,2,141.4,0,1,0.1,0,0
466.05,11,0.296,41,226,7,124.53,0,1,0.436,0,0
783.47,12,0.104,64,635,5,105.5,0,0,0.59,0,0
246.42,0,0.38,42,2925,5,163.85,1,0,0.082,0,0
150.28,5,0.08,63,913,8,171.85,0,0,0.279,0,0
32.72,21,0.297,61,1425,4,47.38,1,0,0.075,0,0
245.37,16,0.571,74,1067,2,23.85,1,0,0.283,0,0
51.93,10,0.269,73,3026,4,192.83,1,1,0.626,0,0
126.12,11,0.221,62,878,10,109.86,0,0,0.33,0,0
69.83,11,0.368,65,680,3,119.49,0,0,0.649,0,1
74.66,13,0.149,42,926,4,281.44,0,1,0.776,0,0
225.92,20,0.475,49,1384,7,137.33,5,0,0.094,0,1
457.92,11,0.243,19,1353,2,114.48,0,0,0.269,0,0
270.1,9,0.351,21,594,4,143.66,0,0,0.109,0,0
204.29,1,0.172,66,677,4,132.96,1,1,0.124,0,0
92.37,16,0.08,73,1479,5,656.21,2,1,0.719,0,0
18.62,10,0.556,38,2473,3,61.38,0,0,0.345,0,0
441.8,16,0.312,56,585,4,157.03,1,0,0.36,0,0
257.62,11,0.153,48,1107,2,311.14,0,0,0.554,0,0
213.02,6,0.166,24,2067,2,61.77,3,0,0.048,0,0
400.93,3,0.447,46,1071,3,279.2,1,0,0.112,0,0
200.87,18,0.153,28,3237,7,91.09,0,0,0.267,0,0
75.29,11,0.208,23,1545,3,104.31,0,1,0.334,0,1
271.31,6,0.097,43,148,2,84.51,0,0,0.353,0,0
130.31,10,0.135,71,1136,3,227.08,1,0,0.414,0,0
136.9,15,0.084,22,1996,7,356.8,2,1,0.431,0,0
266.22,7,0.147,74,996,2,471.67,0,0,0.473,0,0
72.36,19,0.335,63,1331,5,195.72,2,0,0.473,0,1
185.72,3,0.231,62,2960,4,25.87,0,0,0.334,1,0
20.77,0,0.373,60,906,2,40.26,0,0,0.126,0,0
858.28,6,0.584,24,2643,6,727.75,1,0,0.066,0,0
60.47,6,0.105,51,3451,7,50.25,1,0,0.236,0,0
216.24,23,0.23,35,1532,3,349.27,0,0,0.184,0,0
91.95,8,0.321,55,2684,7,55.89,0,0,0.248,0,0
224.7,10,0.157,57,3224,1,108.53,0,0,0.626,0,0
82.61,13,0.219,51,2612,5,349.4,1,0,0.506,0,0
167.27,3,0.291,19,3297,2,127.63,2,1,0.536,0,0
80.06,15,0.161,27,2473,3,63.62,1,0,0.017,1,0
55.45,19,0.156,50,3063,2,87.64,0,0,0.291,1,0
243.67,16,0.167,74,3092,6,120.63,0,0,0.132,0,0
229.6,15,0.054,27,1218,3,26.46,2,0,0.157,0,0
22.88,19,0.068,57,3075,2,58.49,0,1,0.247,0,0
86.13,19,0.132,73,930,4,294.2,0,1,0.572,0,0
93.8,14,0.461,45,695,5,176.85,1,0,0.397,0,0
84.59,0,0.501,74,183,7,160.66,0,0,0.345,0,0
87.28,7,0.114,30,391,6,127.71,0,0,0.43,0,0
67.19,11,0.248,40,396,2,123.95,0,0,0.428,0,0
81.34,10,0.476,57,1147,3,73.23,0,0,0.088,0,0
372.01,12,0.204,70,1599,3,278.02,1,0,0.213,0,0
45.29,23,0.294,28,2772,4,720.1,1,0,0.316,0,0
415.49,23,0.453,18,2483,6,92.73,1,0,0.508,0,0
730.1,2,0.378,27,1053,4,68.08,0,1,0.519,0,0
263.26,1,0.316,49,1469,5,27.86,0,0,0.165,1,1
96.51,5,0.349,42,570,3,106.69,0,0,0.564,0,0
110.56,20,0.182,65,3466,3,125.4,0,1,0.511,0,0
77.35,16,0.181,42,690,5,158.19,0,0,0.312,0,0
348.09,9,0.303,48,1785,2,18.49,1,0,0.224,0,0
17.78,8,0.068,37,1765,4,108.24,0,0,0.221,0,0
70.21,17,0.48,45,1845,3,122.01,0,0,0.105,0,0
174.91,4,0.199,61,1322,5,395.31,2,1,0.144,0,1
172.73,21,0.334,62,1233,9,152.57,1,0,0.197,0,0
315.24,15,0.171,51,3138,8,206.32,0,0,0.274,0,0
178.89,0,0.196,52,2530,3,103.7,1,0,0.453,0,0
203.21,21,0.328,29,887,4,91.95,0,0,0.674,0,1
168.21,21,0.014,68,2026,1,144.53,0,1,0.144,0,0
177.61,0,0.285,36,3404,9,15.17,3,0,0.176,0,1
427.57,2,0.127,30,2790,4,127.89,2,0,0.321,0,0
113.31,14,0.105,21,168,5,130.74,1,0,0.512,0,0
63.63,11,0.335,41,1847,4,294.21,2,0,0.198,0,0
346.15,12,0.076,69,1937,5,263.25,1,0,0.261,0,0
165.97,17,0.56,18,2454,5,70.05,4,0,0.459,0,0
94.33,10,0.228,19,1125,4,55.57,0,0,0.223,0,0
234.13,4,0.402,35,652,6,80.25,2,1,0.162,1,1
162.32,12,0.069,38,723,5,105.56,1,0,0.279,0,0
244.2,9,0.122,75,478,2,95.49,1,0,0.13,0,0
174.26,6,0.176,57,2185,5,80.05,1,0,0.466,0,0
95.17,17,0.012,52,3503,5,178.23,1,0,0.631,0,0
76.57,23,0.552,21,563,0,98.15,0,0,0.167,0,0
242.6,18,0.157,57,1675,5,61.97,0,0,0.346,0,0
129.76,12,0.27,32,969,1,231.87,0,1,0.368,0,0
123.12,8,0.038,23,2813,2,98.57,1,0,0.111,1,1
308.78,11,0.186,30,389,6,95.87,0,0,0.243,0,0
69.23,23,0.347,45,2927,7,123.2,1,0,0.479,0,0
41.68,11,0.133,67,1428,3,68.79,0,0,0.356,0,0
159.68,7,0.272,49,1362,4,99.22,0,0,0.157,1,0
176.85,18,0.469,44,3160,5,38.03,1,0,0.059,0,0
432.94,7,0.33,66,3190,3,108.5,2,0,0.474,1,1
120.97,6,0.072,63,871,9,116.94,0,0,0.348,0,0
250.26,8,0.409,37,2239,3,102.83,0,1,0.536,0,0
535.98,12,0.037,53,3468,3,248.6,1,0,0.593,0,0
226.8,10,0.256,38,3014,2,107.55,1,0,0.205,0,0
94.52,17,0.462,25,3261,5,33.15,2,0,0.203,0,0
183.01,3,0.565,27,3508,3,74.45,1,0,0.414,0,1
93.48,12,0.249,20,2380,6,606.2,1,0,0.404,0,1
220.48,0,0.148,26,3280,2,148.1,0,0,0.619,0,0
201.87,5,0.458,39,721,6,48.71,0,1,0.235,0,0
38.41,12,0.259,59,2262,3,28.34,0,0,0.324,0,0
280.71,23,0.133,18,1782,4,111.14,0,0,0.43,0,0
58.77,6,0.405,21,3060,3,86.43,0,0,0.267,0,0
237.81,8,0.594,54,3189,4,356.38,1,0,0.525,0,0
602.81,2,0.621,23,2014,6,129.33,2,0,0.46,0,1
483.91,22,0.27,49,103,5,93.84,0,0,0.144,0,0
19.33,3,0.163,53,726,4,38.2,0,1,0.445,0,1
389.2,8,0.214,72,1967,3,54.61,1,0,0.437,0,0
155.84,8,0.615,43,3152,4,106.88,0,0,0.49,0,1
30.68,23,0.447,44,2859,6,63.17,0,1,0.515,0,0
100.98,8,0.03,42,3261,0,105.48,0,0,0.228,0,0
257.44,19,0.38,65,3108,4,355.65,0,0,0.317,0,0
124.88,13,0.399,54,105,2,253.58,0,0,0.224,0,0
103.81,2,0.481,44,1725,2,492.46,2,0,0.561,0,0
316.33,18,0.275,74,133,5,85.3,1,0,0.705,0,0
77.34,2,0.293,32,43,5,73.72,0,0,0.318,0,0
68.02,8,0.053,33,568,4,75.11,1,1,0.362,0,0
268.1,5,0.277,32,771,4,85.09,0,0,0.482,0,0
135.76,0,0.309,38,320,2,360.44,0,0,0.447,1,1
324.45,14,0.127,59,523,5,77.02,1,0,0.53,1,0
218.18,5,0.464,28,2170,5,110.52,0,0,0.583,0,1
213.78,0,0.174,22,3108,4,45.37,1,0,0.164,0,0
73.47,10,0.512,66,1757,1,40.66,2,1,0.602,0,0
102.55,12,0.473,28,3484,6,155.72,2,0,0.14,0,0
71.3,20,0.12,37,2518,5,144.21,1,0,0.769,0,0
98.14,4,0.271,71,1737,2,67.41,2,0,0.753,0,0
350.89,10,0.137,47,374,5,112.57,0,1,0.552,0,0
189.36,1,0.355,34,1457,6,59.88,0,1,0.155,0,0
533.5,12,0.133,65,1781,6,94.84,0,0,0.325,0,0
122.16,18,0.19,68,693,4,85.86,0,1,0.143,0,0
116.08,1,0.352,29,977,7,110.06,1,0,0.153,0,0
589.98,18,0.006,29,664,2,160.88,1,0,0.13,0,0
123.78,22,0.153,64,1818,1,134.62,0,1,0.452,0,0
185.22,20,0.288,71,1242,3,67.61,0,0,0.238,0,0
210.31,3,0.207,32,690,2,365.17,0,0,0.637,0,0
327.35,17,0.091,46,1389,6,90.38,1,1,0.396,0,1
76.85,3,0.113,67,1524,6,72.03,0,0,0.703,0,0
135.41,19,0.261,53,151,9,78.33,2,0,0.565,1,1
186.33,20,0.119,55,1767,4,109.44,0,0,0.257,0,0
238.18,12,0.3,21,210,2,133.04,2,0,0.507,0,0
189.25,21,0.374,67,141,4,147.72,1,0,0.352,0,0
59.18,7,0.185,57,3336,9,89.18,2,0,0.271,0,0
160.13,21,0.192,21,2844,3,143.93,3,0,0.305,0,0
81.81,21,0.171,18,1862,5,147.23,0,0,0.479,0,0
43.05,7,0.338,43,827,7,292.72,1,0,0.068,0,0
118.69,2,0.1,54,1266,4,115.37,1,0,0.425,0,0
1111.41,13,0.097,43,1268,4,99.77,1,0,0.111,0,0
292.77,10,0.338,20,3440,2,214.98,1,0,0.218,0,1
141.14,22,0.229,28,448,4,53.36,0,1,0.426,0,0
151.31,6,0.173,22,1334,3,101.19,2,0,0.635,0,0
53.53,15,0.225,29,2201,1,191.92,0,0,0.406,0,0
53.45,14,0.355,36,1782,3,154.5,2,0,0.601,0,0
277.45,3,0.132,69,2365,2,189.64,1,1,0.557,0,0
151.32,8,0.212,73,180,7,189.4,0,0,0.099,0,0
64.97,22,0.477,48,1809,2,226.55,0,0,0.719,0,0
54.91,8,0.312,67,3270,1,75.46,1,1,0.448,0,0
371.62,3,0.227,23,771,8,76.59,0,0,0.27,0,0
121.76,21,0.246,70,2729,5,349.85,0,0,0.305,0,0
40.48,10,0.436,63,508,5,88.14,2,0,0.315,0,1
36.4,21,0.413,41,398,5,211.08,0,0,0.175,1,0
385.79,18,0.437,58,2910,5,248.18,0,0,0.314,0,0
603.53,5,0.081,27,2822,6,277.57,0,1,0.259,0,0
61.08,15,0.239,62,1177,5,74.27,2,1,0.408,0,0
263.5,17,0.42,42,2335,5,162.42,0,0,0.406,0,0
119.71,4,0.138,30,3507,2,148.06,0,0,0.101,0,0
501.8,3,0.321,72,1239,3,135.52,1,0,0.118,0,0
54.16,8,0.049,37,1227,3,282.54,0,1,0.133,0,0
821.97,3,0.231,42,1346,6,253.93,0,0,0.615,0,1
561.48,13,0.237,67,1795,4,161.27,0,0,0.093,0,0
80.53,17,0.243,19,196,9,181.12,1,0,0.201,0,0
144.67,11,0.672,51,2603,1,306.17,2,0,0.178,0,0
64.56,7,0.355,72,1280,4,253.35,1,0,0.288,0,0
56.37,12,0.289,51,1911,5,263.9,0,0,0.289,0,0
87.25,19,0.171,75,2230,3,131.64,0,1,0.631,0,0
329.21,15,0.106,39,1255,2,386.14,1,0,0.067,0,0
71.73,9,0.192,64,528,4,95.4,1,0,0.336,0,0
201.91,19,0.301,47,933,8,149.94,1,0,0.575,1,1
65.47,13,0.439,26,1299,3,371.62,1,0,0.29,1,0
76.87,6,0.099,59,2532,8,479.96,0,0,0.338,0,0
228.66,4,0.329,50,2294,5,50.25,1,0,0.749,0,0
354.11,23,0.143,42,253,10,134.63,0,0,0.164,0,0
141.9,7,0.055,72,3439,2,71.22,1,0,0.727,0,0
77.53,23,0.1,72,2942,8,181.1,0,0,0.391,0,0
252.39,23,0.255,43,337,3,190.56,2,0,0.101,1,0
160.08,20,0.166,41,1944,3,68.63,2,0,0.272,0,0
205.24,12,0.261,32,290,4,44.36,1,0,0.438,0,0
97.5,3,0.392,66,2964,2,53.35,1,0,0.253,0,0
479.51,19,0.208,25,1955,0,91.79,1,0,0.138,0,0
55.62,10,0.391,19,714,3,110.28,0,0,0.744,0,0
235.85,10,0.308,73,3480,1,90.84,0,0,0.429,0,0
81.13,23,0.286,50,3474,4,126.74,0,0,0.295,0,0
123.65,22,0.718,37,3019,5,137.8,0,0,0.618,0,1
180.34,23,0.117,25,1353,4,141.77,2,0,0.305,0,0
83.98,1,0.462,41,348,3,144.33,0,0,0.059,0,0
356.4,19,0.196,45,2772,4,54.28,1,0,0.364,0,1
969.51,3,0.234,57,3044,7,86.91,3,1,0.265,0,1
125.57,8,0.306,28,880,3,390.26,5,0,0.728,0,1
155.72,10,0.115,19,2004,6,79.18,1,0,0.529,0,0
242.08,17,0.285,63,3603,4,46.25,2,0,0.234,0,0
62.63,12,0.362,63,1515,5,346.71,1,1,0.372,0,1
198.88,1,0.373,41,2653,9,80.42,1,0,0.42,0,0
332.96,17,0.22,54,2576,1,46.4,0,0,0.267,0,0
161.5,15,0.611,45,49,3,197.5,0,0,0.312,0,0
104.96,21,0.206,46,2529,4,64.62,2,0,0.495,0,0
334.58,10,0.049,69,2316,8,154.28,1,0,0.072,0,0
122.61,8,0.185,29,3347,3,90.87,0,1,0.1,0,0
393.79,18,0.178,75,1988,2,169.11,0,0,0.833,0,0
56.28,17,0.101,52,1228,1,79.34,3,0,0.424,0,0
214.35,16,0.205,71,1421,3,70.16,1,1,0.325,0,0
265.8,20,0.71,52,1776,4,115.27,1,1,0.247,0,1
259.39,11,0.383,35,1642,6,113.53,0,0,0.592,0,0
660.3,21,0.187,60,3434,5,287.9,3,1,0.666,0,1
283.3,4,0.192,43,2804,4,253.06,1,0,0.158,0,0
299.08,22,0.238,44,1923,3,207.9,1,0,0.248,0,0
243.06,9,0.469,22,78,4,87.12,1,0,0.424,0,0
554.13,2,0.1,26,1165,2,20.71,1,0,0.597,0,0
143.82,9,0.204,30,1949,8,113.95,2,1,0.16,0,0
314.37,17,0.436,75,965,3,36.62,0,0,0.519,0,0
49.12,22,0.377,45,180,7,68.6,1,0,0.191,0,0
406.47,3,0.107,23,1954,1,166.3,0,0,0.676,0,0
139.41,23,0.37,58,99,2,55.33,0,1,0.44,0,0
384.96,11,0.204,54,3338,1,199.03,2,0,0.279,0,0
355.07,12,0.372,32,74,4,88.81,2,1,0.025,0,0
49.05,12,0.474,68,3405,7,104.55,0,0,0.232,0,0
55.38,16,0.118,26,3470,2,122.14,3,1,0.6,0,0
152.68,9,0.094,66,446,1,105.57,0,1,0.212,0,0
1325.84,4,0.37,19,2822,1,56.37,2,1,0.541,0,1
396.14,6,0.411,58,826,5,226.55,1,0,0.076,0,0
45.42,18,0.272,48,3069,8,163.65,3,0,0.365,0,0
98.2,11,0.431,33,2766,5,128.12,0,0,0.252,0,1
164.99,4,0.589,40,1247,3,418.03,1,0,0.606,0,0
386.33,10,0.168,64,663,5,127.33,0,0,0.23,0,0
269.68,20,0.778,25,2592,4,35.28,0,0,0.314,0,0
55.42,16,0.531,53,987,3,192.5,3,1,0.234,0,1
117.15,9,0.227,70,2137,4,63.02,1,0,0.46,0,0
235.68,10,0.307,52,3521,2,80.69,0,0,0.753,0,0
185.76,7,0.218,22,195,4,65.9,1,0,0.822,0,0
624.12,14,0.33,35,1211,2,66.1,0,0,0.343,0,0
383.58,21,0.192,52,2400,3,624.53,0,0,0.082,0,0
65.01,3,0.42,61,1310,2,250.84,2,0,0.207,0,0
114.49,23,0.12,23,1728,4,133.71,2,0,0.048,0,0
92.64,12,0.266,42,3060,6,605.37,0,0,0.192,0,0
339.4,2,0.053,60,674,3,136.7,1,0,0.126,0,0
131.1,16,0.16,48,2784,4,228.39,1,0,0.172,0,0
171.22,4,0.289,63,259,4,202.29,1,0,0.262,0,1
72.25,14,0.563,37,508,1,86.28,0,0,0.207,0,0
1149.25,2,0.365,36,1380,2,77.89,2,0,0.436,0,1
337.91,15,0.385,46,2776,1,128.4,1,0,0.227,0,0
90.58,7,0.19,39,891,2,68.37,0,0,0.164,0,0
102.87,4,0.196,39,750,3,159.51,0,0,0.204,0,0
125.19,20,0.483,68,2461,3,275.76,1,0,0.297,0,0
360.56,5,0.329,62,755,7,118.94,0,1,0.229,0,1
115.74,23,0.194,19,2475,3,238.64,3,0,0.062,1,1
219.36,11,0.05,20,3476,4,105.01,1,0,0.425,0,0
258.05,18,0.176,62,1074,4,40.36,1,0,0.145,0,0
130.38,12,0.088,40,319,2,45.24,1,0,0.375,0,1
93.72,2,0.125,52,51,2,23.32,1,0,0.147,0,0
43.04,18,0.429,20,174,7,385.63,0,0,0.412,0,0
573.13,1,0.389,62,1274,3,119.61,2,0,0.426,0,0
48.29,8,0.324,32,1039,2,90.7,0,0,0.417,0,0
22.95,15,0.245,74,245,3,59.19,0,0,0.877,0,0
269.01,10,0.129,48,152,2,99.04,0,0,0.236,0,0
229.65,3,0.03,71,426,4,112.16,0,0,0.278,0,0
808.94,22,0.017,29,347,3,315.22,1,0,0.644,0,0
25.74,7,0.401,70,2305,7,95.27,2,0,0.095,0,0
93.28,11,0.049,39,2341,8,90.16,0,0,0.384,0,1
197.74,2,0.139,73,1850,4,80.66,1,0,0.086,0,0
3219.11,3,0.234,49,1641,4,222.19,1,0,0.718,0,1
3327.31,21,0.229,49,3463,2,189.1,0,0,0.178,0,0
42.46,14,0.123,42,1245,3,100.16,0,0,0.233,0,0
161.23,1,0.066,53,1622,2,60.46,4,0,0.073,0,0
67.78,7,0.384,63,2644,6,79.62,0,0,0.503,0,0
285.83,21,0.33,49,1849,2,160.1,0,1,0.272,0,0
203.6,15,0.66,52,2378,7,96.15,1,0,0.28,0,1
524.57,22,0.174,71,1535,1,99.57,1,0,0.277,1,0
216.42,1,0.088,57,1252,7,69.35,0,1,0.452,0,0
853.7,2,0.232,52,46,1,167.89,0,0,0.615,1,1
161.85,16,0.202,60,2189,1,121.62,1,0,0.061,0,0
202.99,16,0.165,24,2742,0,236.33,1,1,0.038,1,0
65.07,14,0.046,74,2487,7,149.72,0,0,0.38,0,0
313.53,23,0.052,18,475,3,94.62,1,0,0.076,0,0
648.95,0,0.227,61,424,3,538.26,1,0,0.55,0,1
290.3,20,0.077,26,1715,4,218.04,1,0,0.249,0,0
137.6,2,0.057,71,2965,2,25.6,0,0,0.438,1,0
89.5,22,0.57,50,87,4,257.6,1,0,0.4,0,0
360.35,0,0.11,34,583,4,139.91,0,0,0.33,0,0
103.17,16,0.065,33,2770,2,83.99,1,0,0.01,0,0
1110.17,18,0.339,56,2287,6,52.05,0,0,0.248,0,0
51.47,18,0.733,62,1014,5,192.46,1,1,0.758,0,1
828.02,3,0.344,34,157,2,217.75,1,0,0.09,0,0
256.49,8,0.238,24,773,9,43.82,1,1,0.768,0,1
107.52,13,0.036,42,653,4,55.9,0,0,0.255,0,0
68.87,13,0.32,62,3013,3,245.1,1,0,0.131,0,0
185.69,18,0.399,51,1364,3,159.59,2,0,0.237,0,0
296.03,18,0.316,66,1731,6,123.0,0,0,0.369,0,0
129.1,5,0.4,45,90,4,75.08,2,0,0.593,0,1
